# -------------------------------------------------------
# ---- CSV created by:  mightymerge.io                   
# -------------------------------------------------------

,,ATP Prize Money Leaders (US$),,,
"3309T ","Goity Zapico, Segundo","$156 ","$156 ",$0,$156
"3309T ","Ha Yeon, Sung","$156 ","$156 ",$0,$312
"3309T ","Haddouch, Idriss","$156 ","$156 ",$0,$156
"3309T ","Hampe, Stefan Peter","$156 ","$156 ",$0,$228
"3309T ","Han, Nathan","$156 ","$156 ",$0,$456
"3309T ","Hanif, Kamran","$156 ","$156 ",$0,$468
"3309T ","Heng, Nicholas","$156 ","$156 ",$0,$156
"3309T ","Hipfl, Nico","$156 ","$156 ",$0,$156
"3309T ","Hwang, Jungmin","$156 ","$156 ",$0,$156
"3309T ","Jain, Maanav","$156 ","$156 ",$0,$156
"3309T ","Johnson, JanMagnus","$156 ","$156 ",$0,"$2,354"
"3309T ","Katmuk, Hendrik","$156 ","$156 ",$0,$156
"3309T ","Kichou, Mohammed Yenni","$156 ","$156 ",$0,$156
"3309T ","Kim, Dae Han","$156 ","$156 ",$0,$156
"3309T ","Kim, Hyeoung Jin","$156 ","$156 ",$0,$156
"3309T ","Kincses, Kolos","$156 ","$156 ",$0,$156
"3309T ","Konovchuk, Vadym","$156 ","$156 ",$0,$156
"3309T ","Kukasian, Artur","$156 ","$156 ",$0,$318
"3309T ","Lara Salmeron, Daniel","$156 ","$156 ",$0,$342
"3309T ","Larue, Louis","$156 ","$156 ",$0,$156
"3309T ","Lee, Geunwook","$156 ","$156 ",$0,$156
"3309T ","Leithold, Philipp","$156 ","$156 ",$0,$156
"3309T ","Leroux, Jules","$156 ","$156 ",$0,$156
"3309T ","Liew, Christian Andre","$156 ","$156 ",$0,$156
"3309T ","Lumsden, Ewen","$156 ","$156 ",$0,"$1,290"
"3309T ","Maier, Jonas","$156 ","$156 ",$0,"$1,092"
"3309T ","Majchrzak, Adam","$156 ","$156 ",$0,$156
"3309T ","Martin Melo, Ausias","$156 ","$156 ",$0,$156
"3309T ","Mastri, Agustin","$156 ","$156 ",$0,$156
"3309T ","Meda, Joel","$156 ","$156 ",$0,"$1,854"
"3309T ","Meng, Cing-Yang","$156 ","$156 ",$0,"$20,176"
"3309T ","Miletich, Iannis","$156 ","$156 ",$0,$156
"3309T ","Mirdzhaliev, Mirgiiaz","$156 ","$156 ",$0,$636
"3309T ","Moreno, Alejandro","$156 ","$156 ",$0,$156
"3309T ","Mozhaev, Stepan","$156 ","$156 ",$0,$210
"Page 77 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3309T ","Musicki, Strahinja","$156 ","$156 ",$0,$210
"3309T ","Mustafic, Tarik","$156 ","$156 ",$0,$156
"3309T ","Naqvi, Mehdi","$156 ","$156 ",$0,$716
"3309T ","Niranjan, Nikhil","$156 ","$156 ",$0,$156
"3309T ","Oezcelik, Maximilian","$156 ","$156 ",$0,$156
"3309T ","Ojakaar, Oliver","$156 ","$156 ",$0,$522
"3309T ","Omar, Zubin","$156 ","$156 ",$0,$156
"3309T ","Philibert, Nicolas","$156 ","$156 ",$0,$156
"3309T ","Pierce, Aron","$156 ","$156 ",$0,"$8,668"
"3309T ","Plunger, Manuel","$156 ","$156 ",$0,$156
"3309T ","Podzimek, Floris","$156 ","$156 ",$0,$630
"3309T ","Poertner, Lasse","$156 ","$156 ",$0,$156
"3309T ","Quintero, Michael","$156 ","$156 ",$0,"$206,782"
"3309T ","Reynoso, Maximiliano","$156 ","$156 ",$0,$156
"3309T ","Riva, Matias","$156 ","$156 ",$0,$474
"3309T ","Ruiz, Jorge","$156 ","$156 ",$0,$596
"3309T ","Sada, Iacopo","$156 ","$156 ",$0,$732
"3309T ","Santos Gava, Kaua Lorenzo","$156 ","$156 ",$0,$156
"3309T ","Sibanda, Ethan Denzel","$156 ","$156 ",$0,$974
"3309T ","Simhadri, Satyajit","$156 ","$156 ",$0,$156
"3309T ","Sobbe, Luca Matteo","$156 ","$156 ",$0,$156
"3309T ","Solarski, Jakub","$156 ","$156 ",$0,$156
"3309T ","Sotelo, Sebastian Rafael","$156 ","$156 ",$0,$156
"3309T ","Spyrou, Chris","$156 ","$156 ",$0,$156
"3309T ","Sroka, Milosz","$156 ","$156 ",$0,$156
"3309T ","Stafford, Alexander","$156 ","$156 ",$0,$156
"3309T ","Steinorth, Torben","$156 ","$156 ",$0,$508
"3309T ","Stepanenko, Oleg","$156 ","$156 ",$0,$514
"3309T ","Stidell, Filip","$156 ","$156 ",$0,$156
"3309T ","Stirbu, Calin Teodor","$156 ","$156 ",$0,$156
"3309T ","Sumiarsa, Rifqy Sukma Ramadhan","$156 ","$156 ",$0,$156
"3309T ","Susanto, Anthony","$156 ","$156 ",$0,"$5,164"
"3309T ","Tan, Beren","$156 ","$156 ",$0,$156
"3309T ","Tobon, Miguel","$156 ","$156 ",$0,$156
"3309T ","Toledano, Eyal","$156 ","$156 ",$0,$156
"3309T ","Tomazin, Jaka","$156 ","$156 ",$0,$156
"3309T ","Van Herzeele, James","$156 ","$156 ",$0,$156
"3309T ","Van Zijl, Twan","$156 ","$156 ",$0,$156
"3309T ","Vashistha, Aditya","$156 ","$156 ",$0,$156
"3309T ","Velasquez, Juan David","$156 ","$156 ",$0,$522
"3309T ","Verbeek, Daniel","$156 ","$156 ",$0,$156
"3309T ","Willems, Johann","$156 ","$156 ",$0,"$9,044"
"3309T ","Winters, Brett","$156 ","$156 ",$0,$156
"3309T ","Wright, Anthony","$156 ","$156 ",$0,$156
"Page 78 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3309T ","Yadav, Udit","$156 ","$156 ",$0,$260
"3309T ","Yoon, Hyeondeok","$156 ","$156 ",$0,$156
"3309T ","Zaki, Ahmed","$156 ","$156 ",$0,$156
"3309T ","Zamani, Arman","$156 ","$156 ",$0,$156
"3309T ","Zeng, Yaojie","$156 ","$156 ",$0,$156
"3309T ","Zhang, Yu","$156 ","$156 ",$0,$156
"3439T ","Civarolo, Matteo","$155 ","$0 ",$155,"$11,043"
"3439T ","Ionescu, Robert Gabriel","$155 ","$0 ",$155,$155
"3439T ","Rivoira, Simone","$155 ","$0 ",$155,$155
"3442 ","Puleo, Simone","$154 ","$0 ",$154,$154
"3443 ","Garcia-Lopez, Guillermo","$152 ","$0 ",$152,"$8,452,004"
"3444T ","Anderson, Mikel","$150 ","$0 ",$150,$150
"3444T ","Biskop, Philip Sogn","$150 ","$0 ",$150,$150
"3444T ","Chaki, Rabie","$150 ","$0 ",$150,"$83,829"
"3444T ","De Sousa Figueiredo, Luca Santiago","$150 ","$0 ",$150,$150
"3444T ","Filipenko, Viktor","$150 ","$0 ",$150,"$28,294"
"3444T ","Kavcic, Blaz","$150 ","$0 ",$150,"$2,017,632"
"3444T ","Kwon, Sion","$150 ","$0 ",$150,$150
"3444T ","Luemkemann, Lenn","$150 ","$0 ",$150,$150
"3444T ","Mihajlovic, Tadej","$150 ","$0 ",$150,$150
"3444T ","Milavsky, Daniel","$150 ","$0 ",$150,$150
"3444T ","Noltorp, Olle","$150 ","$0 ",$150,$150
"3444T ","Ocera, Massimo","$150 ","$0 ",$150,"$24,887"
"3444T ","Trondson, Jake","$150 ","$0 ",$150,$150
"3444T ","Yosef, Rawi","$150 ","$0 ",$150,$204
"3458T ","Aerne, Laurin","$144 ","$0 ",$144,"$1,122"
"3458T ","Agarwal, Anurag","$144 ","$0 ",$144,$456
"3458T ","Barclay, David","$144 ","$0 ",$144,"$11,481"
"3458T ","Bird, Sam","$144 ","$0 ",$144,$144
"3458T ","Correa Beguerie, Lautaro","$144 ","$0 ",$144,$144
"3458T ","Devald, Borna","$144 ","$0 ",$144,$907
"3458T ","Ferrarolli, Davide","$144 ","$0 ",$144,$718
"3458T ","Figlia, Bruno","$144 ","$0 ",$144,$622
"3458T ","Gravereau, Paul","$144 ","$0 ",$144,$144
"3458T ","Hoeveler, Leon","$144 ","$0 ",$144,"$4,310"
"3458T ","Huseinovic, Eldin","$144 ","$0 ",$144,$144
"3458T ","Ivic, Stefan","$144 ","$0 ",$144,$408
"3458T ","Johann, Lars","$144 ","$0 ",$144,$754
"3458T ","Kuklin, Grigory","$144 ","$0 ",$144,$144
"3458T ","Lysov, Sergei","$144 ","$0 ",$144,$876
"3458T ","Mariani, Rocco","$144 ","$0 ",$144,$144
"3458T ","Marino Hidalgo, Marcelo","$144 ","$0 ",$144,$708
"3458T ","Matsuno, Kazuki","$144 ","$0 ",$144,$198
"3458T ","Nadal, Toni","$144 ","$0 ",$144,$144
"Page 79 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3458T ","Orlov, Alexander","$144 ","$0 ",$144,$198
"3458T ","Osusky, Jan","$144 ","$0 ",$144,$144
"3458T ","Rey, Baptiste","$144 ","$0 ",$144,$288
"3458T ","Silva, Guilherme","$144 ","$0 ",$144,$144
"3458T ","Slavescu, Victor Alexandru","$144 ","$0 ",$144,$304
"3458T ","Szoke, Adam Gabor","$144 ","$0 ",$144,$144
"3458T ","Temel, Deniz","$144 ","$0 ",$144,$144
"3458T ","Tomic, David","$144 ","$0 ",$144,$198
"3458T ","Vaquero, Jhoan Sebastian","$144 ","$0 ",$144,$198
"3486T ","Acosta, Dario","$130 ","$130 ",$0,"$4,534"
"3486T ","Adams, Harrison","$130 ","$130 ",$0,"$39,754"
"3486T ","Aslan, Temirlan","$130 ","$130 ",$0,$130
"3486T ","Ben Abdallah, Skander","$130 ","$130 ",$0,"$2,532"
"3486T ","Boyer, Tristan","$130 ","$130 ",$0,"$11,704"
"3486T ","Bribiesca, Eduardo","$130 ","$130 ",$0,$130
"3486T ","Castro, Francisco","$130 ","$130 ",$0,$860
"3486T ","Castro Rocha, Victor","$130 ","$130 ",$0,$130
"3486T ","Cernoch, Brian","$130 ","$130 ",$0,"$2,484"
"3486T ","Chang Baratau, XXXXXXXXXX","$130 ","$130 ",$0,$130
"3486T ","Chappuis, Stefano","$130 ","$130 ",$0,$130
"3486T ","Cortes Campos, Nicolas","$130 ","$130 ",$0,$286
"3486T ","Dabic, Milos","$130 ","$130 ",$0,$802
"3486T ","Espin, Daniel","$130 ","$130 ",$0,$650
"3486T ","Freda, Vicente","$130 ","$130 ",$0,$130
"3486T ","Freitas de Godoy, Gabriel","$130 ","$130 ",$0,$130
"3486T ","Fumeaux, Juan Martin","$130 ","$130 ",$0,"$9,000"
"3486T ","Garcia Longo, Nicolas","$130 ","$130 ",$0,$130
"3486T ","Garmendia, Jesu","$130 ","$130 ",$0,$130
"3486T ","Goetz, Ryan","$130 ","$130 ",$0,"$2,736"
"3486T ","Hayashi, Kohei","$130 ","$130 ",$0,$130
"3486T ","KOMODA, Naoya","$130 ","$130 ",$0,$130
"3486T ","Konovalov, Roman","$130 ","$130 ",$0,$130
"3486T ","Lee, Seung Min","$130 ","$130 ",$0,$130
"3486T ","Lehmann, Nikos","$130 ","$130 ",$0,$130
"3486T ","Moreno, Federico","$130 ","$130 ",$0,"$24,568"
"3486T ","Ornberg, Anton","$130 ","$130 ",$0,$508
"3486T ","Otsuka, Kentaro","$130 ","$130 ",$0,$220
"3486T ","Patino, Juan Pablo","$130 ","$130 ",$0,$130
"3486T ","Pritchard, Paxton","$130 ","$130 ",$0,$130
"3486T ","Ramos Ponce, Nelson","$130 ","$130 ",$0,$130
"3486T ","Rioja, Freddy","$130 ","$130 ",$0,$130
"3486T ","Rodriguez, Jose Antonio","$130 ","$130 ",$0,"$5,882"
"3486T ","Rodriguez, XXXXXXX","$130 ","$130 ",$0,$130
"3486T ","Roh, Hoyoung","$130 ","$130 ",$0,$130
"Page 80 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3486T ","Salazar Martinez, Daniel","$130 ","$130 ",$0,$582
"3486T ","Sarria, Miguel Angel","$130 ","$130 ",$0,$130
"3486T ","Schneider, Ronnie","$130 ","$130 ",$0,"$49,247"
"3486T ","Sugaya, Yusaku","$130 ","$130 ",$0,$130
"3486T ","Tagushi, Ryotaro","$130 ","$130 ",$0,$130
"3486T ","Torrealba, Benjamin","$130 ","$130 ",$0,$130
"3486T ","Tracy, JJ","$130 ","$130 ",$0,$650
"3486T ","Van Noord, Niels Peter","$130 ","$130 ",$0,$390
"3486T ","Varillas, Rodrigo","$130 ","$130 ",$0,$130
"3486T ","Velasco, Jose","$130 ","$130 ",$0,$130
"3486T ","Ycaza, Juan Jose","$130 ","$130 ",$0,$130
"3486T ","Yerezhep, Bekzhan","$130 ","$130 ",$0,$130
"3486T ","Zhang, Andrew","$130 ","$130 ",$0,$546
"3534T ","Morales Barrera, Oscar Gabriel","$129 ","$129 ",$0,$129
"3534T ","Quesada Perez, Tomas","$129 ","$129 ",$0,$507
"3536T ","Carbone, Lorenzo","$125 ","$125 ",$0,$125
"3536T ","Contento, Davide","$125 ","$125 ",$0,$125
"3536T ","Lapalombella, Savino","$125 ","$125 ",$0,"$1,722"
"3539T ","Boagnon, Yaniche Francis","$124 ","$124 ",$0,$124
"3539T ","Malis, Simon","$124 ","$124 ",$0,$738
"3539T ","Nedvidek, Jan","$124 ","$124 ",$0,$232
"3542 ","Nucera, Thomas","$122 ","$122 ",$0,$122
"3543T ","Fastabend, Ludger","$121 ","$121 ",$0,$303
"3543T ","Schoenhaus, Max","$121 ","$121 ",$0,$121
"3543T ","Velik, Lukas","$121 ","$121 ",$0,$437
"3546T ","Carpi, Filippo","$120 ","$120 ",$0,$408
"3546T ","Mirarchi, William","$120 ","$120 ",$0,$120
"3548 ","Fornaci, Diego","$119 ","$119 ",$0,$119
"3549T ","Kucera, Jonas","$117 ","$117 ",$0,$117
"3549T ","Rossi, Angelo","$117 ","$117 ",$0,$437
"3551T ","Burckhardt, Murilo","$115 ","$115 ",$0,$115
"3551T ","Citadini, Gianluca","$115 ","$0 ",$115,$115
"3551T ","De Sanctis, Matteo","$115 ","$115 ",$0,$115
"3551T ","Giamichelle, Santiago","$115 ","$0 ",$115,$169
"3551T ","Meduri, Andrea","$115 ","$115 ",$0,$169
"3551T ","Pinto, Pedro","$115 ","$115 ",$0,$115
"3551T ","Rios-Benitez, Martin","$115 ","$115 ",$0,"$21,487"
"3558 ","Cabos, Vivien","$114 ","$114 ",$0,$879
"3559 ","Rispoli, Nicola","$113 ","$113 ",$0,$517
"3560T ","Adam-Gedge, Zachary","$108 ","$0 ",$108,$108
"3560T ","Alshati, Hussen","$108 ","$0 ",$108,$108
"3560T ","Aranzabal, Mikel","$108 ","$0 ",$108,"$3,966"
"3560T ","Arinc, Kaya","$108 ","$0 ",$108,"$2,166"
"3560T ","Armeni, Davide","$108 ","$0 ",$108,$108
"Page 81 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3560T ","Baar, Brendan","$108 ","$0 ",$108,$108
"3560T ","Benedict, Leon","$108 ","$0 ",$108,$252
"3560T ","Callaghan, Hugh","$108 ","$0 ",$108,$108
"3560T ","Chaw, Victor","$108 ","$0 ",$108,$590
"3560T ","Chen, Kai-Hsun","$108 ","$0 ",$108,$108
"3560T ","Cizelj-Zivkovic, Stefan","$108 ","$0 ",$108,$582
"3560T ","Corona, Jonas","$108 ","$0 ",$108,$108
"3560T ","Dynka, Tom","$108 ","$0 ",$108,$108
"3560T ","El Gallaf, Oussama","$108 ","$0 ",$108,$108
"3560T ","Elyasi, Samyar","$108 ","$0 ",$108,$108
"3560T ","Feigin, Itay","$108 ","$0 ",$108,$268
"3560T ","Frank, Michael","$108 ","$0 ",$108,$108
"3560T ","Galus, Piotr","$108 ","$0 ",$108,"$3,595"
"3560T ","Hans, Kabir","$108 ","$0 ",$108,$162
"3560T ","Keremedchiev, Nikola","$108 ","$0 ",$108,$264
"3560T ","Khairutdinov, Artur","$108 ","$0 ",$108,$848
"3560T ","Kock, Andre","$108 ","$0 ",$108,$108
"3560T ","Kozlowski, Kamil","$108 ","$0 ",$108,$108
"3560T ","Kreynes, Benjamin","$108 ","$0 ",$108,$108
"3560T ","Li, Yile","$108 ","$0 ",$108,$108
"3560T ","Macias, Enrique","$108 ","$0 ",$108,$258
"3560T ","Meryumoglu, Alper Okay","$108 ","$0 ",$108,$162
"3560T ","Miladinovic, Marko","$108 ","$0 ",$108,"$36,169"
"3560T ","Milosavljevic, Mihajlo","$108 ","$0 ",$108,$108
"3560T ","Moazam, Moein","$108 ","$0 ",$108,$108
"3560T ","Mohammed, Yaqoub","$108 ","$0 ",$108,$108
"3560T ","Mubarak, Abdulhamid","$108 ","$0 ",$108,"$3,662"
"3560T ","Najvirt Kolaric, Maj","$108 ","$0 ",$108,$108
"3560T ","Nithithananont, Natthayut","$108 ","$0 ",$108,$318
"3560T ","Ore, Junior A.","$108 ","$0 ",$108,"$43,232"
"3560T ","Osmont, Gillian","$108 ","$0 ",$108,$528
"3560T ","Pachane, Guilherme","$108 ","$0 ",$108,$108
"3560T ","Petrovic, Danilo","$108 ","$0 ",$108,"$408,590"
"3560T ","Sanchez Bronzetti, Emilio","$108 ","$0 ",$108,$198
"3560T ","Schiffman, Ethan","$108 ","$0 ",$108,$108
"3560T ","Simeonov, David","$108 ","$0 ",$108,$108
"3560T ","Svajda, Trevor","$108 ","$0 ",$108,$108
"3560T ","Tomac, Maj","$108 ","$0 ",$108,$571
"3560T ","Valek, Ondrej","$108 ","$0 ",$108,$354
"3560T ","Zamora, Noah","$108 ","$0 ",$108,$108
"3560T ","Zayid, Mubarak Shannan","$108 ","$0 ",$108,"$79,403"
"3606T ","Augustin, Damonte","$100 ","$0 ",$100,$100
"3606T ","Buscaglione, Pietro","$100 ","$100 ",$0,$972
"3606T ","Caporali, Filippo","$100 ","$100 ",$0,$450
"Page 82 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3606T ","Carpano, Cesare","$100 ","$100 ",$0,$413
"3606T ","De Samucewicz, Stanislas","$100 ","$0 ",$100,$100
"3606T ","Evrard, Julien","$100 ","$0 ",$100,"$1,156"
"3606T ","Soares, Hugo","$100 ","$100 ",$0,$100
"3613T ","Apostol, Andrei Stefan","$96 ","$0 ",$96,"$28,543"
"3613T ","Bini, Victor","$96 ","$0 ",$96,$258
"3613T ","Brady, Kai","$96 ","$0 ",$96,$186
"3613T ","Brzezinski, Sebastian","$96 ","$0 ",$96,"$1,578"
"3613T ","Cacciapuoti, Simone","$96 ","$0 ",$96,"$1,032"
"3613T ","Carrero, Ismael","$96 ","$0 ",$96,$460
"3613T ","Cooper, Michael","$96 ","$0 ",$96,$96
"3613T ","De Marchi, Andrea","$96 ","$0 ",$96,$96
"3613T ","Deden, Boas Ole","$96 ","$0 ",$96,$96
"3613T ","Drumond Ribeiro, Joao Pedro","$96 ","$0 ",$96,$96
"3613T ","Farcas, Ioan","$96 ","$0 ",$96,"$1,817"
"3613T ","Filatov, Nikita","$96 ","$0 ",$96,$96
"3613T ","Guenther, Valentin","$96 ","$0 ",$96,"$17,517"
"3613T ","Hernandez, Daniel","$96 ","$0 ",$96,$96
"3613T ","Hsieh, Cheng-Peng","$96 ","$0 ",$96,"$238,276"
"3613T ","Karahodza, Din","$96 ","$0 ",$96,$408
"3613T ","Khan, Nabeel","$96 ","$0 ",$96,$96
"3613T ","Kotan, Patrick","$96 ","$0 ",$96,$186
"3613T ","Larsen, Jonas Zacho","$96 ","$0 ",$96,$300
"3613T ","Laurent, Yanais","$96 ","$0 ",$96,"$58,641"
"3613T ","Marasin, Alexandru Catalin","$96 ","$0 ",$96,"$6,421"
"3613T ","Mazev, Martin","$96 ","$0 ",$96,$96
"3613T ","Merre, Noah","$96 ","$0 ",$96,$96
"3613T ","Milenkovic, Mihailo","$96 ","$0 ",$96,$96
"3613T ","Mortier, Sebastian","$96 ","$0 ",$96,$384
"3613T ","Nesterov, Alexey","$96 ","$0 ",$96,"$2,000"
"3613T ","Otico, John Bryan Decasa","$96 ","$0 ",$96,$306
"3613T ","Paquette, Samuel","$96 ","$0 ",$96,$96
"3613T ","Pathange, Arnav","$96 ","$0 ",$96,$96
"3613T ","Pereira, Bryce","$96 ","$0 ",$96,$384
"3613T ","Ponomar, Oleksandr","$96 ","$0 ",$96,$96
"3613T ","Ratiwatana, Sanchai","$96 ","$0 ",$96,"$503,479"
"3613T ","Rejchtman Vinciguerra, William","$96 ","$0 ",$96,$96
"3613T ","Rodriguez, Pelayo","$96 ","$0 ",$96,$96
"3613T ","Roos, Rikard","$96 ","$0 ",$96,$150
"3613T ","Sabas, Martin","$96 ","$0 ",$96,$150
"3613T ","Samaha, Georgio","$96 ","$0 ",$96,$96
"3613T ","Schiemann, Liam","$96 ","$0 ",$96,$96
"3613T ","Schonenberg, Tom","$96 ","$0 ",$96,"$39,280"
"3613T ","Sharma, Ashwin Ryan","$96 ","$0 ",$96,"$1,648"
"Page 83 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3613T ","Smith, Riley","$96 ","$0 ",$96,"$8,293"
"3613T ","Snezhko, Nikita","$96 ","$0 ",$96,$186
"3613T ","Sonesson Lidholt, Olle","$96 ","$0 ",$96,$96
"3613T ","Vasershtein, Itai","$96 ","$0 ",$96,$96
"3613T ","Wessel, Carel Pieter","$96 ","$0 ",$96,$96
"3658T ","Agushi, Mal","$90 ","$0 ",$90,$90
"3658T ","Albuquerque, Carlos Eduardo","$90 ","$0 ",$90,$90
"3658T ","Alderman, Owen","$90 ","$0 ",$90,$90
"3658T ","Alejo Morillo, Luis Garibaldi","$90 ","$0 ",$90,$90
"3658T ","Allen, Huntley","$90 ","$0 ",$90,$90
"3658T ","Almeida, Manuel","$90 ","$0 ",$90,"$1,954"
"3658T ","Andonov, Luka Ljuben","$90 ","$0 ",$90,$90
"3658T ","Andrianaly, Dylan","$90 ","$0 ",$90,$90
"3658T ","Anisic, Stjepan","$90 ","$0 ",$90,$90
"3658T ","Anton, Carlos","$90 ","$0 ",$90,$689
"3658T ","Arauzo-Martinez, Juan-Samuel","$90 ","$0 ",$90,"$41,104"
"3658T ","Arseneault, Mikael","$90 ","$0 ",$90,$90
"3658T ","Arseneault, Nicolas","$90 ","$0 ",$90,$90
"3658T ","Ayap, Sagadat","$90 ","$0 ",$90,"$39,805"
"3658T ","Bakker, Sam","$90 ","$0 ",$90,$90
"3658T ","Balic, Bruno","$90 ","$0 ",$90,$90
"3658T ","Banov, Danail","$90 ","$0 ",$90,$507
"3658T ","Baranec, Dusan","$90 ","$0 ",$90,$90
"3658T ","Barbonaglia, Luca","$90 ","$0 ",$90,$90
"3658T ","Barranquero, Cesar","$90 ","$0 ",$90,$90
"3658T ","Basavareddy, Nishanth","$90 ","$0 ",$90,$90
"3658T ","Basile Lobartolo, Giuliano","$90 ","$0 ",$90,$828
"3658T ","Bayo, Jon","$90 ","$0 ",$90,$90
"3658T ","Bayo, Peru","$90 ","$0 ",$90,$90
"3658T ","Benavides Soto, Camilo","$90 ","$0 ",$90,$440
"3658T ","Benito Fernandez, Naim","$90 ","$0 ",$90,$90
"3658T ","Benmira, Mustapha","$90 ","$0 ",$90,$90
"3658T ","Beren, Samuel","$90 ","$0 ",$90,"$5,771"
"3658T ","Bicknell, Jacob","$90 ","$0 ",$90,$90
"3658T ","Bidny, Yoni","$90 ","$0 ",$90,$90
"3658T ","Bisson, Elliot","$90 ","$0 ",$90,$90
"3658T ","Biston, Tom","$90 ","$0 ",$90,$324
"3658T ","Boban, Viktor","$90 ","$0 ",$90,$90
"3658T ","Boixader Roca, Nil","$90 ","$0 ",$90,$144
"3658T ","Bojko, Filip","$90 ","$0 ",$90,$90
"3658T ","Bondaz, Mathis","$90 ","$0 ",$90,$90
"3658T ","Bowen, Emilio","$90 ","$0 ",$90,"$1,106"
"3658T ","Braun Simo, Carlos","$90 ","$0 ",$90,$90
"3658T ","Braun Simo, Juan Inaki","$90 ","$0 ",$90,$340
"Page 84 of 95 ",,Statistics/ Prize Money/ Current,,"Report as of ","Nov 27, 2022"

,,ATP Prize Money Leaders (US$),,,
,,"Rankings Date:Nov 28, 2022",,,
Money,,,,,
Rank,Player,"YTD ","Singles ",Doubles,Career
"3658T ","Brun, Hugo","$90 ","$0 ",$90,$90
"3658T ","Bruna, Esteban","$90 ","$0 ",$90,"$19,288"
"3658T ","Busch, Ruben","$90 ","$0 ",$90,$534
"3658T ","Cajigan, Christopher","$90 ","$0 ",$90,$612
"3658T ","Campbell, Jarreau","$90 ","$0 ",$90,$240
"3658T ","Cañedo De La Llama, Enrique","$90 ","$0 ",$90,$180
"3658T ","Castro Del Olmo, Angel","$90 ","$0 ",$90,$90
"3658T ","Cevallos Mieles, Luis Geovanny","$90 ","$0 ",$90,$250
"3658T ","Cikojevic, Ante","$90 ","$0 ",$90,$90
"3658T ","Contet, Maxime","$90 ","$0 ",$90,$180
"3658T ","Cotun, Andrei","$90 ","$0 ",$90,$90
"3658T ","Dahlberg, Oscar","$90 ","$0 ",$90,$144
"3658T ","De Paula, Fabiano","$90 ","$0 ",$90,"$176,902"
"3658T ","De Vivo, Nicholas","$90 ","$0 ",$90,$90
"3658T ","Deari, Shendrit","$90 ","$0 ",$90,"$11,237"
"3658T ","Del Nido, Peio","$90 ","$0 ",$90,$90
"3658T ","Del Olmo Diaz, Ramon","$90 ","$0 ",$90,"$1,568"
"3658T ","Diaz Avila, Hugo","$90 ","$0 ",$90,$90
"3658T ","Dikenstein, Ivan","$90 ","$0 ",$90,$446
"3658T ","Dillon, Joey","$90 ","$0 ",$90,$90
"3658T ","Elias Hanni, Facundo","$90 ","$0 ",$90,$90
"3658T ","Emmerson, Dylan","$90 ","$0 ",$90,$90
"3658T ","Erceg, Lovre","$90 ","$0 ",$90,$90
"3658T ","Estevao, Pedro","$90 ","$0 ",$90,$540
"3658T ","Fabre, Antoni","$90 ","$0 ",$90,$90
"3658T ","Felker, Daniil","$90 ","$0 ",$90,$440
"3658T ","Fellin, Pietro","$90 ","$0 ",$90,"$3,048"
"3658T ","Fernandez, Pol","$90 ","$0 ",$90,"$3,202"
"3658T ","Filali, Youssef","$90 ","$0 ",$90,$90
"3658T ","Fillat Gimenez, Oriol","$90 ","$0 ",$90,$810
"3658T ","Firaru, Andrei","$90 ","$0 ",$90,$180
"3658T ","Flander, Tristan","$90 ","$0 ",$90,$90
"3658T ","Franke, Can","$90 ","$0 ",$90,$90
"3658T ","Freire Da Silva, Diamant","$90 ","$0 ",$90,$360
"3658T ","Fuentes Gómez, Hugo","$90 ","$0 ",$90,$90
"3658T ","Gabelic, John","$90 ","$0 ",$90,$90
"3658T ","Gajic, Aleksa","$90 ","$0 ",$90,$90
"3658T ","Garcia Blanco, Jon Ander","$90 ","$0 ",$90,$180
